index,text,label
1377373404194463748,"""تولدت مبارک رینلی، ممنون که با توییتات خیلیا از جمله من رو خندوندی. برات بهترینارو آرزو دارم چون لایقشونی ♡""",1
1001752995233779712,"""نیست تردید زمستان گذردوز پی‌اش پیک بهاربا هزاران گل سرخبی‌گمان می‌آید""",1
1377379930854555660,"""امروزه امنیت و آرامش و پیروزی‌های خود را مرهون رهبری نظام جمهوری اسلامی امام خامنه ای هستیم و همه دنیا به جایگاه و نقش والای رهبری ایشان در حکومت اقرار کردند.#نظام_مردم""",1
1377404692410462209,"""ی عمر از رو این شبکه چش بسته پریدم🤦نکنه شبکه چهار هم مثه اینه! ساعت ۱۲ ب بعد تغییر سبک میده 😁""",2
1377407563310882819,"""خداییش افرادی مثل قلهکی هم هستند ولی من میگم تعداد کمه و چرا باید اتاق ها رو اصلاحاتی تشکیل بدهند؟ چرا انقلابی ها فعال نمیشن؟ الان ثابتی،رائفی پور،جبرائیلی باید خودشون اتاق تشکیل بدهند و جریان درست کنند ولی هیچ....""",3
1001484788467892225,"""به بودجه ارتش آمریکا و پنتاگون نگاه کنید و ببینید که چطور به دنبال جنگ افروزی و آشوب در دنیا هستن.چندبرابر کل بودجه کشورما فقط بودجه نظامی دارن.در حالی که هنوز در باتلاق عراق و مرداب افغانستان گیر کرده اند و هیچ نتیجه ای جز ویرانی این سرزمین ها به ارمغان نداشته""",2
1002066626072793088,"""چه زمانی از لینک نوفالو استفاده کنیم؟ #وبلاگ #آموزشلینکبیلدینگ #سئوداخلی""",2
1001909274703007750,"""شک نکنید الان سیاوش اردلان نشسته داره یه تحلیل کلی میکنه که بیاد بگه اونایی که با هشتگ #MeToo توییت کردن و از تجربیاتشون نوشتن اکثریت غالبشون از آمریکا بودن!!""",3
1377402783897284611,"""تو از اونور بوم افتادی😅""",2
1377410363939975169,"""مطالبی که تو ذهنم به صورت پراکنده بود رو خیلی خوب و جامع نوشتی،ممنونم.""",1
1377405164072542212,"""پوشیده اید. سکوت، فضیلت بزرگی است؛ آن را به دایره فضائل بی کران تان بیفزایید!2 - طبق آنچه شما روحانیون به ما یاد داده اید، امام زمان(عج) ، امام تمام جهان است و نه امام یک درصد از کره  زمین که ایران نام دارد. بنابراین و باز طبق آموزه های خودتان، قاعدتاً برنامه ظهور، بر مبنای""",2
1377380649808621569,"""تعارف نکناز اونا که هر شب برنامه سیاه و کبود کردنه😂""",2
1377407430372569093,"""واااای نمیدونم فک نکنم اونقد جا داشته باشن😂باید تحقیق کنم""",2
1377404496666591234,"""===))))))))))))))))چرا یه همچین انسان حیوان نمایی باید بدونه آریل بیتونی چیه و کجاست؟""",3
1377404884065034241,"""منم فک کنم کلاه قرمزی دعوت رو نپذیره اونوقت بهاره رهنما رو به ترکیب اضافه میکنیم""",2
1377401565917499395,"""از روزی که ۴-۵ سال پیش تصمیم گرفتم در مسائل سیاسی، فکری، فرهنگی، اجتماعی، اقتصادی و .... فقط و فقط شنونده باشم و نه گوینده و نظراتم رو برای خودم نگه دارم، آرامش و حس خیلی خوبی دارم. 😎""",1
1377403147149139972,"""پس چرا هیچ خبری از رفراندوم نیست؟""",2
1002924513552629760,"""وضعيت نسخ خطي موزه ملي قرآن خوب نيست.براي مرمتش ١٠ ميليون بودجه مصوب كردند كه تقريبا هيچه!كسي با اين مبلغ حاضر نيست زير بار تعهد مرمت نسخه بره!!چرا بايد وضعيت اولين موزه تخصصي قرآن كشور شيعه اينچنين باشه؟!""",3
1377402879749681153,"""متاسفانه نمیتونیم از شغلمون بگیم. فقط میتونم بگم شناختم از جوامع مخالف و مردم کشورها کم نیست. در اروپا دلیل داره که آلمان سر هست از لهستان و ایتالیا و ایرلند و رومانی و یونان ووو. مردم حرفه ای هستن که کشور قدرتمند میسازن. درخاورمیانه ما و عراقیا عین هم هستیم. عصبی و بی تدبیر.""",2
1001967505370419201,"""وای چ سخت. خوابگاه ما گیر نمیدنولی خب ی مدت نمیزاشتن با شال بریم بیرون. میگفتن فقط مقنعه بپوشین... ماهم شالهامونو دستمون میگرفتیم از در خابگاه که میومدیم بیرون جلوشون مقنعه ها رو درمیاوردیم و شال سرمون میکردیم...""",3
1377392329993162753,"""به خدا وی پی ان مزخرف و حجم کم نت نمیذاره""",3
1002965452002295808,"""زخم ِحرف کسى که دوسش دارى، هیچوقت خوب نمیشه...""",3
1377398573848002560,"""در روز ۱۲ فروردین طاغوت دفن شد و طغیان و سرکشی به دنبال او دفع می‌شود و کشور از چنگال دشمنان داخلی و خارجی و چپاولگران غارت پیشگان نجات یافت#نظام_مردم""",1
1001896579937329153,"""متاسفانه درددل ما نوشتنی نیست ‌.‌..""",3
1377404614497034243,"""تسلیت میگوییم به تمامی دوستان برانداز و تجزیه طلبمون فرا رسیدن ۱۲ فروردین رو ...#نظام_مردم""",3
1001458593198198784,"""من نیک میدانستم که ایستادن در برابر خودکامگی #هزینه داردو میدانستم که دشمنی با من و القای شبهه و #تهمت بالا خواهد گرفتبا این‌همه نیک میدانم که این #رسالت من است و امانتی در دستم ومعنای حیات من است.از این رو،همۀ این #هزینه‌ها را،چون گذشته،به جان خواهم خرید. #امام_موسی_صدر""",2
1002153908108775425,"""باید ویزیت بشه حدس میزنیم چشم راستش هنوز کمی دید داره ولی تعادل در راه رفتن نداره.""",2
1002872599335063553,"""حالا پدر شما می خوای باشه باشه جمع نبند ی کاری بکن لااقل روت بشه تو چشم پدرت نگا کنی""",3
1377409371228012545,"""اون که برینه به اعصابت که دوست نیست""",3
1001687604700606464,"""تصویری از پشتِ صحنهٔ «روابط تام و جری» در دو دوره طلاییِ باراک اوباما و جیمی کارتر""",2
1377404982530482178,"""قدت بلنده خوب میشه اتفاقا :))""",1
1377408823820906498,"""از دوستای بد دوری کن خانوم اسماعیلی""",2
1001816878870867970,"""کسو جوری میگی سنی انگار سنی از کس ننشون این دینو پیدا کردن ۱ میلیارد سنی توی جهان داریم ی ۱۵۰ میلیون شیعه بعد تو میگی ۱ میلیارد نفر برا پیامبری ک براش جون میدن پاپوش میدوزن؟ دیدی مادرجنده ای؟دیدی ننت شبا میره ب اخوند محل میده""",3
1377391726466269185,"""تلاش‌هام واسه خوابیدن بی‌فایده بودو به آغوشِ گرمِ توییتر برگشتم :')""",2
1001524701645164544,"""تا کی در توهم عدم تحریم هستی برای همه کوتاهی ها و سو۶ مدیریت ها و خودخواهی ها و عوامفریبی های اصلاح طلبانه یک بهانه بتراش و به خورد عوام بده""",3
1377393770115702786,"""▪️رفراندوم لازم نیست، اصلح لازم است▫️درحالی‌ که مشکلات زیادی در سال‌های جنگ و پس‌ازآن بر این جامعه تحمیل شده؛ و مردم همواره با راهپیمایی‌های مانند سالگرد پیروزی انقلاب، رویدادهایی مانند دیدار رهبری با مردم و همچنین انتخابات مختلف، مهر تأیید بر این نظام زده‌اند.#نظام_مردم""",1
1377394142913777665,"""آدمایی که مهربونن، بی‌چشمداشت مهربونن. امروز یه نفر که قبلاً هم در مورد مشکلاتم بهم پیشنهاد داده بود، باز اومد راهنماییم کرد. اگه این‌ها نبودن، دنیا ازینم غیرقابل تحمل‌تر می‌شد.""",1
1002240974410596352,"""چقدر حاضری برگردی به شب فیلم برداری برره راستشو بگو؟""",2
1001193485322604545,"""Uncensored Book Fair / نمایشگاه کتاب بدون سانسور - آمستردام via @YouTube""",2
1001962443504005122,"""بی خیال من از ۸۹ تا ۹۳ غیرانتفاعی تدریس می کردم گزینشی هم در کار نبود فقط موسسش آشنا بود همین.""",2
1377401121472311296,"""سلمان و فریبرز سوهو و سوجون""",2
1377400076335652864,"""ظریف اینقدر توقعات رو از خودشون پایین آورده یا شما اینقدر ساده اید ؟!""",3
1377404883796561922,"""بزار خیالتو راحت کنمروزی که من تورو بخرم اون روز عیدمهباش؟""",1
1377404229816516608,"""ایییی دقیقاسحر خیزیم دوست دارم ولی هیچوقت نتونستم سحرخیر باشم =))""",2
1002956483598929920,"""اگه الان بچه پسرا مورد تجاوز قرار میگیرن بخاطر کمک کاری خانمهاساین بنده خداها با این جسته ضعیف باید جور شمارو بکشنLol""",3
1001441036118429696,"""الان جلوی آینه وایساده میگه مجبورم، میفهمید مجبوررر""",2
1001568709268385792,"""آینده خیلیییی روشنهموفق باشین⚘""",1
1377403818804015105,"""😂😂😂 آتیش نسوزون لطفا""",2
1377391921707024390,"""بله چون دفع اکثرش کلیوی هستش باید آب زیاد بخورید مخصوصا داکسی""",2
1001263159938723840,"""✈️ #پروژه #نقشه_برداری_هوایی و #مدل_سازی_سه_بعدی معدن سرب و روی کوه سرمه | آرکا پشتیبان دنیای بهتر""",2
1001920294964129793,"""برا خودم شير خشك خريدم خيلي خوشمزه ست دارم لذت ميبرم ...""",1
1001894352820555777,"""راهنمای پرسیدن آدرس در #تبریز «چگونه در تبریز گم نشویم؟» #TabrizTrip #Tabriz2018 #Tabriz #Azerbaijan #تبریزگردی #ایرانگردی #تبریزتریپ #تبریز۲۰۱۸ #گردشگری #آذربایجان""",2
1001080872504844288,"""سکوت کشنده ترین درد دنیاس""",3
1377392039629778945,"""فک کنم توییت واضحه/:""",2
1377392018431700992,"""سر همین چند میلیون از جایزه اشون پرید : )))))""",2
1377409863941296135,"""گوزو نشو دیگه@weareoneEXO""",3
1377376076108767232,"""روز دوازدهم فروردین همه با هم عکس‌های‌مان را به #نه_به_جمهورى_اسلامى تغییر می‌دهیم.👊""",3
1001476588049924096,"""آقا چ خبره؟‌نخبردی؟ من کیم اینجا کجاست؟! تولد کیه؟.. عروسیه کیه؟""",2
1377394352008220674,"""— تولدت مبارک قشنگم امیدوارم به تک تک آرزوهات برسی و همیشه لبات خندون باشه🥺🤍་@janeurbby་""",1
1377402650438684672,"""تا زمانی که کلاسا انلاینه من از جام جم نمیخورم😂""",2
1002998238692012033,"""من از خوش باوری در پیله ی خود فکر می کردمخدا دارد فقط صبر مرا اندازه می گیرد...""",3
1001101961222082561,"""از نظر شما کدام یک از افراد #خاندان_پهلوی عملکرد بهتری داشته است؟""",2
1377398182007562240,"""قربونت کمتر کاری بود که از دستم بر میومد :)نوشتهات خداست 🥺""",1
1001173196421435392,"""البته جیب پر و #دل_خوش""",1
1377401707911520257,"""تو که منشن میذاری ایمپرشنم دچار سیر نزولی میشه.""",2
1001397027018887168,"""اینکه هنرمندا ضیافت افطاری رئیس جمهور رو تحریم کردن برام از حمایت و تبلیغاتشون برای روحانی مشمئز کننده تره. به قول آقای #نوبخت مگه وضع مردم پارسال بهتر بود که شما حمایت کردید.""",3
1377407951263125505,"""اه اه اه اه واااااای کی اینو ساختههههههههه""",3
1377406543449059332,"""همه درمانهایی که دوستان گفتن مقطعی و موقتهپیشنهاد میکنم برید دکتر و چک آپ بشیدهمسر من از کمبود اهن این مشکل براش پیش میومدبعد از دوره درمان اهن دیگه آفت نزدن""",2
1377408563987898382,"""خوب کردی، امیدوارم مفید باشه 🤩کم کم باید دسته بندی کنم رستوران و گردشی و علمی رو جدا کنم😂""",1
1377399088950386693,"""محمد امین کریم پور واینر تو اینستا واقعنم نمیدونم چرا =)))))""",2
1001149676760977408,"""مرسی قربونت برم*_*🏾💆🏼""",1
1377388695951699974,"""حضور گسترده مردم در صحنه های مختلف انقلاب برای سرنگون كردن حكومت ظلم و ستم شاهنشاهی مهمترین ویژگی ماندگاری این نظام است كه در چهار دهه گذشته به خوبی توانسته عظمت و ابهت خود را به دنیا عرضه كند. #نظام_مردم""",1
1377374386420903937,"""همین الان مقدار خیلی خطرناکی بادام خوردم. حس یه مرد واقعیو دارم.""",1
1002947341228363778,"""اینجوری دندون عقل می‌کشیم!آدرس ما در اینستاگرام:""",2
1002242944403992576,"""وقتی کشوری که رئیس جمهورش آقای روحانی باشه این چیزا چیزی نیست که...#تجاوز""",3
1377392815861194755,"""آقاي امام رضا؛من يقين دارم كه كَرَمِ شما بيشتر از گناه منه!""",1
1377409541311111169,"""⭕️ سردار سلامی: جنگ نظامی از مخیله دشمن خارج شده است و دشمن در خواب هم به فکر جنگ با ملت ایران نیست، چرا که ایستادگی ملت را دیده و می‌داند برای غلبه بر دشمن، مجهز و آماده هستیم و با ترکیب ایمان و سلاح با هویتی شکست‌ناپذیر ایستاده ایم#نظام_مردم""",1
1377401377450651649,"""سلامیه راهنمایی میخواستمعکس هدر نمیشه بزارم و خیلی از اکانتهایی که فالو دارم باز هم برام فالو نشده نشون داده میشه،علتش چی هست؟""",2
1001874974020460544,"""دردی که تورو نکشه، قطعن سیگاریت میکنه..""",3
1001366442586099712,"""خیلی ممنون از این هم ذوق و قریحه، عالیه! :)""",1
1377407797529255938,"""چیزی تعریفی نیستش زیاد""",2
1377400674212835332,"""منو یه بار از رو شلوار دار زدن البته""",2
1377405170603020288,"""شايد بيشتر از ٦ ماه ولي بلاخره به سريالم برگشتم""",2
1001932300639260672,"""داش نریمان پس چی شد امنیت پروکسیا اینام که حک شدن داداش یه پاسخ درست ودرمون بده خدایی داریم به گ.ا.میریم اصن نمیدونیم چکار زود زود جواب بد""",3
1377398403794006017,"""نباباشانسیه فک کنممعمولا کصشر میگن چیز خصوصی ندارن فک کنم😂😂""",3
1377407129435267072,"""دوتا گوشی دارم دوست عزیز""",2
1377391824902361088,"""یه زمانی فک میکردم توی ویدیوکال فقط نت اونی که زنگ زده مصرف میشه""",2
1001184055394697217,"""هندوانه به خاطر اعتصاب کامیونداران شده کیلو 3000 تومان ، اینو کجای دلمون بزاریم ؟""",3
1377408463618207745,"""با توجه به موارد گفته شده و بسیاری از موارد مرتبط با این موضوع میتوانیم بخوبی درک کنیم که نوروز یک جشن پاگانی و بیانگر ایجاد نظم نوین جهانی و برپایی حکومت های قانون است.به طور خلاصه این جشن بردگی انسانها بدست یهودیان بی پدرمادر است چه مسلمان چه یهودی یا مسیحی«لعنت بر تمامی آنها»""",3
1000000849811202050,"""شنود صحبت‌های یک زوج آمریکایی توسط اسپیکرهای آمازون """,2
1001205869776965634,"""چیزی تو ذهنم نمیاد...""",2
1377406325974474759,"""سال ها پیش آقای رضا #پهلوی فرمودند که #جمهوری از #پادشاهی پیشرفته تر است. جناب آقای پهلوی سال ها است که با گفتار و کردار خود، بسیاری از خوشنامترین و میهنپرستترین افراد را از خود دور کرده است. اعلام جدید ایشان که #جمهوریخواه هستند TWEET 1""",3
1001977551403745280,"""چرا فك ميكنيد دختري كه دست نيافتني باشه جذاب تره و وقتي بدستش آوري جذابيت قبل و ندارهچرا شما بيمارهاي رواني خوب نميشيد؟✍ غزال""",3
1377394773200343043,"""وقتی دورم خلوت میشه تازه میفهمم که چقدر تنهام و احساس ناراحتی شدیدی می کنم‌.""",3
1377402481450184704,"""بیشترین موجودات پس از حشرات""",2
1001664822243676160,"""بابا فشار ایمیلی همراه با برادر ماله کش عراقچی باعث شد تحریم بعد برجام انجام نشه. باور ندارید از ترامپ بپرسید!!!""",3
1377404204323536897,"""نه اینکه ۴۲ سال فقط و فقط دروغ و دغل و چاخان و حقه و فریب و هواپیماخودش‌افتاد و بمب‌تو‌حرم و کشیش کشتن و گندم‌آتیش‌زدن و سینما‌سوزوندن و قتل‌عام و غارت و تخریب و اختلاس و جنگ و بحران و دجالیت خمینی‌صفت‌وار کفتار‌مانند تحویل خلق بجان‌وستوه آمده ندادید،،، ۱۰۰٪ داری راست میگی مرتجع!""",3
